COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles,isFeasible
0.42LKM-600L,4992,600,1,1,1
0.55LKM-800L,4992,800,1,1,1
0.58LKM-1000L,4992,1000,1,1,1
0.65LKM-1200L,4992,1200,1,1,1
0.546LKM-600L,4992,600,1,1,1
0.715LKM-800L,4992,800,1,1,1
0.754LKM-1000L,4992,1000,1,1,1
0.845LKM-1200L,4992,1200,1,1,1
0.42LKM-600L,4993,600,1,1,1
0.55LKM-800L,4993,800,1,1,1
0.58LKM-1000L,4993,1000,1,1,1
0.65LKM-1200L,4993,1200,1,1,1
0.546LKM-600L,4993,600,1,1,1
0.715LKM-800L,4993,800,1,1,1
0.754LKM-1000L,4993,1000,1,1,1
0.845LKM-1200L,4993,1200,1,1,1
0.42LKM-600L,4994,600,1,1,1
0.55LKM-800L,4994,800,1,1,1
0.58LKM-1000L,4994,1000,1,1,1
0.65LKM-1200L,4994,1200,1,1,1
0.546LKM-600L,4994,600,1,1,1
0.715LKM-800L,4994,800,1,1,1
0.754LKM-1000L,4994,1000,1,1,1
0.845LKM-1200L,4994,1200,1,1,1
0.42LKM-600L,4995,600,1,1,1
0.55LKM-800L,4995,800,1,1,1
0.58LKM-1000L,4995,1000,1,1,1
0.65LKM-1200L,4995,1200,1,1,1
0.546LKM-600L,4995,600,1,1,1
0.715LKM-800L,4995,800,1,1,1
0.754LKM-1000L,4995,1000,1,1,1
0.845LKM-1200L,4995,1200,1,1,1
0.42LKM-600L,4996,600,1,1,1
0.55LKM-800L,4996,800,1,1,1
0.58LKM-1000L,4996,1000,1,1,1
0.65LKM-1200L,4996,1200,1,1,1
0.546LKM-600L,4996,600,1,1,1
0.715LKM-800L,4996,800,1,1,1
0.754LKM-1000L,4996,1000,1,1,1
0.845LKM-1200L,4996,1200,1,1,1
0.42LKM-600L,4997,600,1,1,1
0.55LKM-800L,4997,800,1,1,1
0.58LKM-1000L,4997,1000,1,1,1
0.65LKM-1200L,4997,1200,1,1,1
0.546LKM-600L,4997,600,1,1,1
0.715LKM-800L,4997,800,1,1,1
0.754LKM-1000L,4997,1000,1,1,1
0.845LKM-1200L,4997,1200,1,1,1
0.42LKM-600L,4998,600,1,1,1
0.55LKM-800L,4998,800,1,1,1
0.58LKM-1000L,4998,1000,1,1,1
0.65LKM-1200L,4998,1200,1,1,1
0.546LKM-600L,4998,600,1,1,0
0.715LKM-800L,4998,800,1,1,0
0.754LKM-1000L,4998,1000,1,1,1
0.845LKM-1200L,4998,1200,1,1,1
0.42LKM-600L,4999,600,1,1,1
0.55LKM-800L,4999,800,1,1,1
0.58LKM-1000L,4999,1000,1,1,1
0.65LKM-1200L,4999,1200,1,1,1
0.546LKM-600L,4999,600,1,1,1
0.715LKM-800L,4999,800,1,1,1
0.754LKM-1000L,4999,1000,1,1,1
0.845LKM-1200L,4999,1200,1,1,1
0.42LKM-600L,5,600,1,1,1
0.55LKM-800L,5,800,1,1,1
0.58LKM-1000L,5,1000,1,1,1
0.65LKM-1200L,5,1200,1,1,1
0.546LKM-600L,5,600,1,1,0
0.715LKM-800L,5,800,1,1,0
0.754LKM-1000L,5,1000,1,1,1
0.845LKM-1200L,5,1200,1,1,1
0.42LKM-600L,50,600,1,1,1
0.55LKM-800L,50,800,1,1,1
0.58LKM-1000L,50,1000,1,1,1
0.65LKM-1200L,50,1200,1,1,1
0.546LKM-600L,50,600,1,1,1
0.715LKM-800L,50,800,1,1,1
0.754LKM-1000L,50,1000,1,1,1
0.845LKM-1200L,50,1200,1,1,1
0.42LKM-600L,500,600,1,1,1
0.55LKM-800L,500,800,1,1,1
0.58LKM-1000L,500,1000,1,1,1
0.65LKM-1200L,500,1200,1,1,1
0.546LKM-600L,500,600,1,1,0
0.715LKM-800L,500,800,1,1,0
0.754LKM-1000L,500,1000,1,1,1
0.845LKM-1200L,500,1200,1,1,1
0.42LKM-600L,5000,600,1,1,1
0.55LKM-800L,5000,800,1,1,1
0.58LKM-1000L,5000,1000,1,1,1
0.65LKM-1200L,5000,1200,1,1,1
0.546LKM-600L,5000,600,1,1,1
0.715LKM-800L,5000,800,1,1,1
0.754LKM-1000L,5000,1000,1,1,1
0.845LKM-1200L,5000,1200,1,1,1
0.42LKM-600L,5001,600,1,1,1
0.55LKM-800L,5001,800,1,1,1
0.58LKM-1000L,5001,1000,1,1,1
0.65LKM-1200L,5001,1200,1,1,1
0.546LKM-600L,5001,600,1,1,1
0.715LKM-800L,5001,800,1,1,1
0.754LKM-1000L,5001,1000,1,1,1
0.845LKM-1200L,5001,1200,1,1,1
0.42LKM-600L,5002,600,1,1,1
0.55LKM-800L,5002,800,1,1,1
0.58LKM-1000L,5002,1000,1,1,1
0.65LKM-1200L,5002,1200,1,1,1
0.546LKM-600L,5002,600,1,1,0
0.715LKM-800L,5002,800,1,1,0
0.754LKM-1000L,5002,1000,1,1,1
0.845LKM-1200L,5002,1200,1,1,1
0.42LKM-600L,5003,600,1,1,1
0.55LKM-800L,5003,800,1,1,1
0.58LKM-1000L,5003,1000,1,1,1
0.65LKM-1200L,5003,1200,1,1,1
0.546LKM-600L,5003,600,1,1,1
0.715LKM-800L,5003,800,1,1,1
0.754LKM-1000L,5003,1000,1,1,1
0.845LKM-1200L,5003,1200,1,1,1
0.42LKM-600L,5004,600,1,1,1
0.55LKM-800L,5004,800,1,1,1
0.58LKM-1000L,5004,1000,1,1,1
0.65LKM-1200L,5004,1200,1,1,1
0.546LKM-600L,5004,600,1,1,1
0.715LKM-800L,5004,800,1,1,1
0.754LKM-1000L,5004,1000,1,1,1
0.845LKM-1200L,5004,1200,1,1,1
0.42LKM-600L,5005,600,1,1,1
0.55LKM-800L,5005,800,1,1,1
0.58LKM-1000L,5005,1000,1,1,1
0.65LKM-1200L,5005,1200,1,1,1
0.546LKM-600L,5005,600,1,1,1
0.715LKM-800L,5005,800,1,1,1
0.754LKM-1000L,5005,1000,1,1,1
0.845LKM-1200L,5005,1200,1,1,1
0.42LKM-600L,5006,600,1,1,1
0.55LKM-800L,5006,800,1,1,1
0.58LKM-1000L,5006,1000,1,1,1
0.65LKM-1200L,5006,1200,1,1,1
0.546LKM-600L,5006,600,1,1,1
0.715LKM-800L,5006,800,1,1,1
0.754LKM-1000L,5006,1000,1,1,1
0.845LKM-1200L,5006,1200,1,1,1
0.42LKM-600L,5007,600,1,1,1
0.55LKM-800L,5007,800,1,1,1
0.58LKM-1000L,5007,1000,1,1,1
0.65LKM-1200L,5007,1200,1,1,1
0.546LKM-600L,5007,600,1,1,1
0.715LKM-800L,5007,800,1,1,1
0.754LKM-1000L,5007,1000,1,1,1
0.845LKM-1200L,5007,1200,1,1,1
0.42LKM-600L,5008,600,1,1,1
0.55LKM-800L,5008,800,1,1,1
0.58LKM-1000L,5008,1000,1,1,1
0.65LKM-1200L,5008,1200,1,1,1
0.546LKM-600L,5008,600,1,1,1
0.715LKM-800L,5008,800,1,1,1
0.754LKM-1000L,5008,1000,1,1,1
0.845LKM-1200L,5008,1200,1,1,1
0.42LKM-600L,5009,600,1,1,1
0.55LKM-800L,5009,800,1,1,1
0.58LKM-1000L,5009,1000,1,1,1
0.65LKM-1200L,5009,1200,1,1,1
0.546LKM-600L,5009,600,1,1,1
0.715LKM-800L,5009,800,1,1,1
0.754LKM-1000L,5009,1000,1,1,1
0.845LKM-1200L,5009,1200,1,1,1
0.42LKM-600L,501,600,1,1,1
0.55LKM-800L,501,800,1,1,1
0.58LKM-1000L,501,1000,1,1,1
0.65LKM-1200L,501,1200,1,1,1
0.546LKM-600L,501,600,1,1,1
0.715LKM-800L,501,800,1,1,1
0.754LKM-1000L,501,1000,1,1,1
0.845LKM-1200L,501,1200,1,1,1
0.42LKM-600L,5010,600,1,1,1
0.55LKM-800L,5010,800,1,1,1
0.58LKM-1000L,5010,1000,1,1,1
0.65LKM-1200L,5010,1200,1,1,1
0.546LKM-600L,5010,600,1,1,1
0.715LKM-800L,5010,800,1,1,1
0.754LKM-1000L,5010,1000,1,1,1
0.845LKM-1200L,5010,1200,1,1,1
0.42LKM-600L,5011,600,1,1,1
0.55LKM-800L,5011,800,1,1,1
0.58LKM-1000L,5011,1000,1,1,1
0.65LKM-1200L,5011,1200,1,1,1
0.546LKM-600L,5011,600,1,1,1
0.715LKM-800L,5011,800,1,1,1
0.754LKM-1000L,5011,1000,1,1,1
0.845LKM-1200L,5011,1200,1,1,1
0.42LKM-600L,5012,600,1,1,1
0.55LKM-800L,5012,800,1,1,1
0.58LKM-1000L,5012,1000,1,1,1
0.65LKM-1200L,5012,1200,1,1,1
0.546LKM-600L,5012,600,1,1,1
0.715LKM-800L,5012,800,1,1,1
0.754LKM-1000L,5012,1000,1,1,1
0.845LKM-1200L,5012,1200,1,1,1
0.42LKM-600L,5013,600,1,1,1
0.55LKM-800L,5013,800,1,1,1
0.58LKM-1000L,5013,1000,1,1,1
0.65LKM-1200L,5013,1200,1,1,1
0.546LKM-600L,5013,600,1,1,1
0.715LKM-800L,5013,800,1,1,1
0.754LKM-1000L,5013,1000,1,1,1
0.845LKM-1200L,5013,1200,1,1,1
0.42LKM-600L,5014,600,1,1,1
0.55LKM-800L,5014,800,1,1,1
0.58LKM-1000L,5014,1000,1,1,1
0.65LKM-1200L,5014,1200,1,1,1
0.546LKM-600L,5014,600,1,1,1
0.715LKM-800L,5014,800,1,1,1
0.754LKM-1000L,5014,1000,1,1,1
0.845LKM-1200L,5014,1200,1,1,1
0.42LKM-600L,5015,600,1,1,1
0.55LKM-800L,5015,800,1,1,1
0.58LKM-1000L,5015,1000,1,1,1
0.65LKM-1200L,5015,1200,1,1,1
0.546LKM-600L,5015,600,1,1,1
0.715LKM-800L,5015,800,1,1,1
0.754LKM-1000L,5015,1000,1,1,1
0.845LKM-1200L,5015,1200,1,1,1
0.42LKM-600L,5016,600,1,1,1
0.55LKM-800L,5016,800,1,1,1
0.58LKM-1000L,5016,1000,1,1,1
0.65LKM-1200L,5016,1200,1,1,1
0.546LKM-600L,5016,600,1,1,1
0.715LKM-800L,5016,800,1,1,1
0.754LKM-1000L,5016,1000,1,1,1
0.845LKM-1200L,5016,1200,1,1,1
0.42LKM-600L,5017,600,1,1,1
0.55LKM-800L,5017,800,1,1,1
0.58LKM-1000L,5017,1000,1,1,1
0.65LKM-1200L,5017,1200,1,1,1
0.546LKM-600L,5017,600,1,1,0
0.715LKM-800L,5017,800,1,1,0
0.754LKM-1000L,5017,1000,1,1,1
0.845LKM-1200L,5017,1200,1,1,1
0.42LKM-600L,5018,600,1,1,1
0.55LKM-800L,5018,800,1,1,1
0.58LKM-1000L,5018,1000,1,1,1
0.65LKM-1200L,5018,1200,1,1,1
0.546LKM-600L,5018,600,1,1,0
0.715LKM-800L,5018,800,1,1,0
0.754LKM-1000L,5018,1000,1,1,1
0.845LKM-1200L,5018,1200,1,1,1
0.42LKM-600L,5019,600,1,1,1
0.55LKM-800L,5019,800,1,1,1
0.58LKM-1000L,5019,1000,1,1,1
0.65LKM-1200L,5019,1200,1,1,1
0.546LKM-600L,5019,600,1,1,1
0.715LKM-800L,5019,800,1,1,1
0.754LKM-1000L,5019,1000,1,1,1
0.845LKM-1200L,5019,1200,1,1,1
0.42LKM-600L,502,600,1,1,1
0.55LKM-800L,502,800,1,1,1
0.58LKM-1000L,502,1000,1,1,1
0.65LKM-1200L,502,1200,1,1,1
0.546LKM-600L,502,600,1,1,0
0.715LKM-800L,502,800,1,1,0
0.754LKM-1000L,502,1000,1,1,1
0.845LKM-1200L,502,1200,1,1,1
0.42LKM-600L,5020,600,1,1,1
0.55LKM-800L,5020,800,1,1,1
0.58LKM-1000L,5020,1000,1,1,1
0.65LKM-1200L,5020,1200,1,1,1
0.546LKM-600L,5020,600,1,1,1
0.715LKM-800L,5020,800,1,1,1
0.754LKM-1000L,5020,1000,1,1,1
0.845LKM-1200L,5020,1200,1,1,1
0.42LKM-600L,5021,600,1,1,1
0.55LKM-800L,5021,800,1,1,1
0.58LKM-1000L,5021,1000,1,1,1
0.65LKM-1200L,5021,1200,1,1,1
0.546LKM-600L,5021,600,1,1,1
0.715LKM-800L,5021,800,1,1,1
0.754LKM-1000L,5021,1000,1,1,1
0.845LKM-1200L,5021,1200,1,1,1
0.42LKM-600L,5022,600,1,1,1
0.55LKM-800L,5022,800,1,1,1
0.58LKM-1000L,5022,1000,1,1,1
0.65LKM-1200L,5022,1200,1,1,1
0.546LKM-600L,5022,600,1,1,1
0.715LKM-800L,5022,800,1,1,1
0.754LKM-1000L,5022,1000,1,1,1
0.845LKM-1200L,5022,1200,1,1,1
0.42LKM-600L,5023,600,1,1,1
0.55LKM-800L,5023,800,1,1,1
0.58LKM-1000L,5023,1000,1,1,1
0.65LKM-1200L,5023,1200,1,1,1
0.546LKM-600L,5023,600,1,1,1
0.715LKM-800L,5023,800,1,1,1
0.754LKM-1000L,5023,1000,1,1,1
0.845LKM-1200L,5023,1200,1,1,1
0.42LKM-600L,5024,600,1,1,1
0.55LKM-800L,5024,800,1,1,1
0.58LKM-1000L,5024,1000,1,1,1
0.65LKM-1200L,5024,1200,1,1,1
0.546LKM-600L,5024,600,1,1,1
0.715LKM-800L,5024,800,1,1,1
0.754LKM-1000L,5024,1000,1,1,1
0.845LKM-1200L,5024,1200,1,1,1
0.42LKM-600L,5025,600,1,1,1
0.55LKM-800L,5025,800,1,1,1
0.58LKM-1000L,5025,1000,1,1,1
0.65LKM-1200L,5025,1200,1,1,1
0.546LKM-600L,5025,600,1,1,1
0.715LKM-800L,5025,800,1,1,1
0.754LKM-1000L,5025,1000,1,1,1
0.845LKM-1200L,5025,1200,1,1,1
0.42LKM-600L,5026,600,1,1,1
0.55LKM-800L,5026,800,1,1,1
0.58LKM-1000L,5026,1000,1,1,1
0.65LKM-1200L,5026,1200,1,1,1
0.546LKM-600L,5026,600,1,1,1
0.715LKM-800L,5026,800,1,1,1
0.754LKM-1000L,5026,1000,1,1,1
0.845LKM-1200L,5026,1200,1,1,1
0.42LKM-600L,5027,600,1,1,1
0.55LKM-800L,5027,800,1,1,1
0.58LKM-1000L,5027,1000,1,1,1
0.65LKM-1200L,5027,1200,1,1,1
0.546LKM-600L,5027,600,1,1,1
0.715LKM-800L,5027,800,1,1,1
0.754LKM-1000L,5027,1000,1,1,1
0.845LKM-1200L,5027,1200,1,1,1
0.42LKM-600L,5028,600,1,1,1
0.55LKM-800L,5028,800,1,1,1
0.58LKM-1000L,5028,1000,1,1,1
0.65LKM-1200L,5028,1200,1,1,1
0.546LKM-600L,5028,600,1,1,0
0.715LKM-800L,5028,800,1,1,0
0.754LKM-1000L,5028,1000,1,1,1
0.845LKM-1200L,5028,1200,1,1,1
0.42LKM-600L,5029,600,1,1,1
0.55LKM-800L,5029,800,1,1,1
0.58LKM-1000L,5029,1000,1,1,1
0.65LKM-1200L,5029,1200,1,1,1
0.546LKM-600L,5029,600,1,1,1
0.715LKM-800L,5029,800,1,1,1
0.754LKM-1000L,5029,1000,1,1,1
0.845LKM-1200L,5029,1200,1,1,1
0.42LKM-600L,503,600,1,1,1
0.55LKM-800L,503,800,1,1,1
0.58LKM-1000L,503,1000,1,1,1
0.65LKM-1200L,503,1200,1,1,1
0.546LKM-600L,503,600,1,1,1
0.715LKM-800L,503,800,1,1,1
0.754LKM-1000L,503,1000,1,1,1
0.845LKM-1200L,503,1200,1,1,1
0.42LKM-600L,5030,600,1,1,1
0.55LKM-800L,5030,800,1,1,1
0.58LKM-1000L,5030,1000,1,1,1
0.65LKM-1200L,5030,1200,1,1,1
0.546LKM-600L,5030,600,1,1,1
0.715LKM-800L,5030,800,1,1,1
0.754LKM-1000L,5030,1000,1,1,1
0.845LKM-1200L,5030,1200,1,1,1
0.42LKM-600L,5031,600,1,1,1
0.55LKM-800L,5031,800,1,1,1
0.58LKM-1000L,5031,1000,1,1,1
0.65LKM-1200L,5031,1200,1,1,1
0.546LKM-600L,5031,600,1,1,1
0.715LKM-800L,5031,800,1,1,1
0.754LKM-1000L,5031,1000,1,1,1
0.845LKM-1200L,5031,1200,1,1,1
0.42LKM-600L,5032,600,1,1,1
0.55LKM-800L,5032,800,1,1,1
0.58LKM-1000L,5032,1000,1,1,1
0.65LKM-1200L,5032,1200,1,1,1
0.546LKM-600L,5032,600,1,1,1
0.715LKM-800L,5032,800,1,1,1
0.754LKM-1000L,5032,1000,1,1,1
0.845LKM-1200L,5032,1200,1,1,1
0.42LKM-600L,5033,600,1,1,1
0.55LKM-800L,5033,800,1,1,1
0.58LKM-1000L,5033,1000,1,1,1
0.65LKM-1200L,5033,1200,1,1,1
0.546LKM-600L,5033,600,1,1,1
0.715LKM-800L,5033,800,1,1,1
0.754LKM-1000L,5033,1000,1,1,1
0.845LKM-1200L,5033,1200,1,1,1
0.42LKM-600L,5034,600,1,1,1
0.55LKM-800L,5034,800,1,1,1
0.58LKM-1000L,5034,1000,1,1,1
0.65LKM-1200L,5034,1200,1,1,1
0.546LKM-600L,5034,600,1,1,1
0.715LKM-800L,5034,800,1,1,1
0.754LKM-1000L,5034,1000,1,1,1
0.845LKM-1200L,5034,1200,1,1,1
0.42LKM-600L,5035,600,1,1,1
0.55LKM-800L,5035,800,1,1,1
0.58LKM-1000L,5035,1000,1,1,1
0.65LKM-1200L,5035,1200,1,1,1
0.546LKM-600L,5035,600,1,1,1
0.715LKM-800L,5035,800,1,1,1
0.754LKM-1000L,5035,1000,1,1,1
0.845LKM-1200L,5035,1200,1,1,1
0.42LKM-600L,5036,600,1,1,1
0.55LKM-800L,5036,800,1,1,1
0.58LKM-1000L,5036,1000,1,1,1
0.65LKM-1200L,5036,1200,1,1,1
0.546LKM-600L,5036,600,1,1,1
0.715LKM-800L,5036,800,1,1,1
0.754LKM-1000L,5036,1000,1,1,1
0.845LKM-1200L,5036,1200,1,1,1
0.42LKM-600L,5037,600,1,1,1
0.55LKM-800L,5037,800,1,1,1
0.58LKM-1000L,5037,1000,1,1,1
0.65LKM-1200L,5037,1200,1,1,1
0.546LKM-600L,5037,600,1,1,1
0.715LKM-800L,5037,800,1,1,1
0.754LKM-1000L,5037,1000,1,1,1
0.845LKM-1200L,5037,1200,1,1,1
0.42LKM-600L,5038,600,1,1,1
0.55LKM-800L,5038,800,1,1,1
0.58LKM-1000L,5038,1000,1,1,1
0.65LKM-1200L,5038,1200,1,1,1
0.546LKM-600L,5038,600,1,1,0
0.715LKM-800L,5038,800,1,1,0
0.754LKM-1000L,5038,1000,1,1,1
0.845LKM-1200L,5038,1200,1,1,1
0.42LKM-600L,5039,600,1,1,1
0.55LKM-800L,5039,800,1,1,1
0.58LKM-1000L,5039,1000,1,1,1
0.65LKM-1200L,5039,1200,1,1,1
0.546LKM-600L,5039,600,1,1,1
0.715LKM-800L,5039,800,1,1,1
0.754LKM-1000L,5039,1000,1,1,1
0.845LKM-1200L,5039,1200,1,1,1
0.42LKM-600L,504,600,1,1,1
0.55LKM-800L,504,800,1,1,1
0.58LKM-1000L,504,1000,1,1,1
0.65LKM-1200L,504,1200,1,1,1
0.546LKM-600L,504,600,1,1,1
0.715LKM-800L,504,800,1,1,1
0.754LKM-1000L,504,1000,1,1,1
0.845LKM-1200L,504,1200,1,1,1
0.42LKM-600L,5040,600,1,1,1
0.55LKM-800L,5040,800,1,1,1
0.58LKM-1000L,5040,1000,1,1,1
0.65LKM-1200L,5040,1200,1,1,1
0.546LKM-600L,5040,600,1,1,1
0.715LKM-800L,5040,800,1,1,1
0.754LKM-1000L,5040,1000,1,1,1
0.845LKM-1200L,5040,1200,1,1,1
0.42LKM-600L,5041,600,1,1,1
0.55LKM-800L,5041,800,1,1,1
0.58LKM-1000L,5041,1000,1,1,1
0.65LKM-1200L,5041,1200,1,1,1
0.546LKM-600L,5041,600,1,1,1
0.715LKM-800L,5041,800,1,1,1
0.754LKM-1000L,5041,1000,1,1,1
0.845LKM-1200L,5041,1200,1,1,1
0.42LKM-600L,5042,600,1,1,1
0.55LKM-800L,5042,800,1,1,1
0.58LKM-1000L,5042,1000,1,1,1
0.65LKM-1200L,5042,1200,1,1,1
0.546LKM-600L,5042,600,1,1,1
0.715LKM-800L,5042,800,1,1,1
0.754LKM-1000L,5042,1000,1,1,1
0.845LKM-1200L,5042,1200,1,1,1
0.42LKM-600L,5043,600,1,1,1
0.55LKM-800L,5043,800,1,1,1
0.58LKM-1000L,5043,1000,1,1,1
0.65LKM-1200L,5043,1200,1,1,1
0.546LKM-600L,5043,600,1,1,1
0.715LKM-800L,5043,800,1,1,1
0.754LKM-1000L,5043,1000,1,1,1
0.845LKM-1200L,5043,1200,1,1,1
0.42LKM-600L,5044,600,1,1,1
0.55LKM-800L,5044,800,1,1,1
0.58LKM-1000L,5044,1000,1,1,1
0.65LKM-1200L,5044,1200,1,1,1
0.546LKM-600L,5044,600,1,1,1
0.715LKM-800L,5044,800,1,1,1
0.754LKM-1000L,5044,1000,1,1,1
0.845LKM-1200L,5044,1200,1,1,1
0.42LKM-600L,5045,600,1,1,1
0.55LKM-800L,5045,800,1,1,1
0.58LKM-1000L,5045,1000,1,1,1
0.65LKM-1200L,5045,1200,1,1,1
0.546LKM-600L,5045,600,1,1,1
0.715LKM-800L,5045,800,1,1,1
0.754LKM-1000L,5045,1000,1,1,1
0.845LKM-1200L,5045,1200,1,1,1
0.42LKM-600L,5046,600,1,1,1
0.55LKM-800L,5046,800,1,1,1
0.58LKM-1000L,5046,1000,1,1,1
0.65LKM-1200L,5046,1200,1,1,1
0.546LKM-600L,5046,600,1,1,1
0.715LKM-800L,5046,800,1,1,1
0.754LKM-1000L,5046,1000,1,1,1
0.845LKM-1200L,5046,1200,1,1,1
0.42LKM-600L,5047,600,1,1,1
0.55LKM-800L,5047,800,1,1,1
0.58LKM-1000L,5047,1000,1,1,1
0.65LKM-1200L,5047,1200,1,1,1
0.546LKM-600L,5047,600,1,1,1
0.715LKM-800L,5047,800,1,1,1
0.754LKM-1000L,5047,1000,1,1,1
0.845LKM-1200L,5047,1200,1,1,1
0.42LKM-600L,5048,600,1,1,1
0.55LKM-800L,5048,800,1,1,1
0.58LKM-1000L,5048,1000,1,1,1
0.65LKM-1200L,5048,1200,1,1,1
0.546LKM-600L,5048,600,1,1,1
0.715LKM-800L,5048,800,1,1,1
0.754LKM-1000L,5048,1000,1,1,1
0.845LKM-1200L,5048,1200,1,1,1
0.42LKM-600L,5049,600,1,1,1
0.55LKM-800L,5049,800,1,1,1
0.58LKM-1000L,5049,1000,1,1,1
0.65LKM-1200L,5049,1200,1,1,1
0.546LKM-600L,5049,600,1,1,1
0.715LKM-800L,5049,800,1,1,1
0.754LKM-1000L,5049,1000,1,1,1
0.845LKM-1200L,5049,1200,1,1,1
0.42LKM-600L,505,600,1,1,1
0.55LKM-800L,505,800,1,1,1
0.58LKM-1000L,505,1000,1,1,1
0.65LKM-1200L,505,1200,1,1,1
0.546LKM-600L,505,600,1,1,1
0.715LKM-800L,505,800,1,1,1
0.754LKM-1000L,505,1000,1,1,1
0.845LKM-1200L,505,1200,1,1,1
0.42LKM-600L,5050,600,1,1,1
0.55LKM-800L,5050,800,1,1,1
0.58LKM-1000L,5050,1000,1,1,1
0.65LKM-1200L,5050,1200,1,1,1
0.546LKM-600L,5050,600,1,1,1
0.715LKM-800L,5050,800,1,1,1
0.754LKM-1000L,5050,1000,1,1,1
0.845LKM-1200L,5050,1200,1,1,1
0.42LKM-600L,5051,600,1,1,1
0.55LKM-800L,5051,800,1,1,1
0.58LKM-1000L,5051,1000,1,1,1
0.65LKM-1200L,5051,1200,1,1,1
0.546LKM-600L,5051,600,1,1,1
0.715LKM-800L,5051,800,1,1,1
0.754LKM-1000L,5051,1000,1,1,1
0.845LKM-1200L,5051,1200,1,1,1
0.42LKM-600L,5052,600,1,1,1
0.55LKM-800L,5052,800,1,1,1
0.58LKM-1000L,5052,1000,1,1,1
0.65LKM-1200L,5052,1200,1,1,1
0.546LKM-600L,5052,600,1,1,1
0.715LKM-800L,5052,800,1,1,1
0.754LKM-1000L,5052,1000,1,1,1
0.845LKM-1200L,5052,1200,1,1,1
0.42LKM-600L,5053,600,1,1,1
0.55LKM-800L,5053,800,1,1,1
0.58LKM-1000L,5053,1000,1,1,1
0.65LKM-1200L,5053,1200,1,1,1
0.546LKM-600L,5053,600,1,1,1
0.715LKM-800L,5053,800,1,1,1
0.754LKM-1000L,5053,1000,1,1,1
0.845LKM-1200L,5053,1200,1,1,1
0.42LKM-600L,5054,600,1,1,1
0.55LKM-800L,5054,800,1,1,1
0.58LKM-1000L,5054,1000,1,1,1
0.65LKM-1200L,5054,1200,1,1,1
0.546LKM-600L,5054,600,1,1,1
0.715LKM-800L,5054,800,1,1,1
0.754LKM-1000L,5054,1000,1,1,1
0.845LKM-1200L,5054,1200,1,1,1
0.42LKM-600L,5055,600,1,1,1
0.55LKM-800L,5055,800,1,1,1
0.58LKM-1000L,5055,1000,1,1,1
0.65LKM-1200L,5055,1200,1,1,1
0.546LKM-600L,5055,600,1,1,1
0.715LKM-800L,5055,800,1,1,1
0.754LKM-1000L,5055,1000,1,1,1
0.845LKM-1200L,5055,1200,1,1,1
0.42LKM-600L,5056,600,1,1,1
0.55LKM-800L,5056,800,1,1,1
0.58LKM-1000L,5056,1000,1,1,1
0.65LKM-1200L,5056,1200,1,1,1
0.546LKM-600L,5056,600,1,1,0
0.715LKM-800L,5056,800,1,1,0
0.754LKM-1000L,5056,1000,1,1,1
0.845LKM-1200L,5056,1200,1,1,1
0.42LKM-600L,5057,600,1,1,1
0.55LKM-800L,5057,800,1,1,1
0.58LKM-1000L,5057,1000,1,1,1
0.65LKM-1200L,5057,1200,1,1,1
0.546LKM-600L,5057,600,1,1,1
0.715LKM-800L,5057,800,1,1,1
0.754LKM-1000L,5057,1000,1,1,1
0.845LKM-1200L,5057,1200,1,1,1
0.42LKM-600L,5058,600,1,1,1
0.55LKM-800L,5058,800,1,1,1
0.58LKM-1000L,5058,1000,1,1,1
0.65LKM-1200L,5058,1200,1,1,1
0.546LKM-600L,5058,600,1,1,1
0.715LKM-800L,5058,800,1,1,1
0.754LKM-1000L,5058,1000,1,1,1
0.845LKM-1200L,5058,1200,1,1,1
0.42LKM-600L,5059,600,1,1,1
0.55LKM-800L,5059,800,1,1,1
0.58LKM-1000L,5059,1000,1,1,1
0.65LKM-1200L,5059,1200,1,1,1
0.546LKM-600L,5059,600,1,1,1
0.715LKM-800L,5059,800,1,1,1
0.754LKM-1000L,5059,1000,1,1,1
0.845LKM-1200L,5059,1200,1,1,1
0.42LKM-600L,506,600,1,1,1
0.55LKM-800L,506,800,1,1,1
0.58LKM-1000L,506,1000,1,1,1
0.65LKM-1200L,506,1200,1,1,1
0.546LKM-600L,506,600,1,1,1
0.715LKM-800L,506,800,1,1,1
0.754LKM-1000L,506,1000,1,1,1
0.845LKM-1200L,506,1200,1,1,1
0.42LKM-600L,5060,600,1,1,1
0.55LKM-800L,5060,800,1,1,1
0.58LKM-1000L,5060,1000,1,1,1
0.65LKM-1200L,5060,1200,1,1,1
0.546LKM-600L,5060,600,1,1,1
0.715LKM-800L,5060,800,1,1,1
0.754LKM-1000L,5060,1000,1,1,1
0.845LKM-1200L,5060,1200,1,1,1
0.42LKM-600L,5061,600,1,1,1
0.55LKM-800L,5061,800,1,1,1
0.58LKM-1000L,5061,1000,1,1,1
0.65LKM-1200L,5061,1200,1,1,1
0.546LKM-600L,5061,600,1,1,1
0.715LKM-800L,5061,800,1,1,1
0.754LKM-1000L,5061,1000,1,1,1
0.845LKM-1200L,5061,1200,1,1,1
0.42LKM-600L,5062,600,1,1,1
0.55LKM-800L,5062,800,1,1,1
0.58LKM-1000L,5062,1000,1,1,1
0.65LKM-1200L,5062,1200,1,1,1
0.546LKM-600L,5062,600,1,1,1
